p_recall,delta_days,history_seen,history_correct,session_seen,session_correct,hour_of_day,learning_language,lexeme_string
1.0,0.7686111111111111,89,89,1,1,1,fr,une/un<det><ind><f><sg>
1.0,12.430752314814814,1,1,3,3,13,en,lunch/lunch<n><sg>
1.0,0.003171296296296296,2,2,2,2,8,de,saft/saft<n><m><sg><*case>
1.0,345.12350694444444,30,26,1,1,0,es,y/y<cnjcoo>
1.0,38.13824074074074,3,3,1,1,23,es,toca/tocar<vblex><pri><p3><sg>
1.0,0.0035069444444444445,7,7,1,1,13,en,spring/spring<n><sg>
1.0,0.6313194444444444,18,18,1,1,19,en,have/have<vblex><inf>
0.0,0.5234143518518518,18,17,1,0,15,en,woman/woman<n><sg>
1.0,1.894236111111111,4,4,1,1,10,es,meses/mes<n><m><pl>
0.777777777778,0.005381944444444444,9,9,9,7,19,en,do/do<vbdo><pres>
1.0,0.0016435185185185185,19,17,2,2,21,fr,elle/il<prn><tn><p3><f><sg>
1.0,0.0075,15,13,1,1,23,en,skirts/skirt<n><pl>
1.0,1.216238425925926,3,1,2,2,0,es,hermanos/hermano<n><m><pl>
1.0,7.041585648148148,1,1,1,1,4,en,no/no<adv>
1.0,0.902337962962963,2,2,2,2,13,es,bebo/beber<vblex><pri><p1><sg>
1.0,9.413877314814815,5,4,1,1,23,en,wants/want<vblex><pri><p3><sg>
1.0,0.003738425925925926,416,356,1,1,11,en,a/a<det><ind><sg>
1.0,2.0221412037037036,2,2,1,1,23,en,plate/plate<n><sg>
1.0,65.72166666666666,6,6,4,4,18,de,hund/hund<n><m><sg><dat>
1.0,0.009456018518518518,9,6,1,1,23,en,it/prpers<prn><subj><p3><nt><sg>
1.0,0.011111111111111112,8,8,5,5,5,pt,menina/menino<n><f><sg>
1.0,0.008078703703703704,2,2,3,3,20,es,lee/leer<vblex><pri><p3><sg>
1.0,1.0207638888888888,3,3,1,1,3,es,necesaria/necesario<adj><f><sg>
0.75,1.106400462962963,6,6,4,3,14,es,come/comer<vblex><pri><p3><sg>
1.0,0.8857523148148149,41,35,1,1,14,es,no/no<adv>
1.0,5.978912037037037,6,6,1,1,21,en,birds/bird<n><pl>
1.0,0.007037037037037037,23,21,1,1,1,en,rice/rice<n><sg>
1.0,36.9062962962963,21,21,1,1,10,es,corres/correr<vblex><pri><p2><sg>
1.0,0.008645833333333333,4,4,3,3,23,en,red/red<adj>
0.666666666667,1.5845949074074075,3,3,3,2,17,en,touch/touch<vblex><pres>
1.0,1.1211111111111112,5,5,1,1,20,es,gato/gato<n><m><sg>
1.0,0.006331018518518519,9,9,2,2,2,en,says/say<vblex><pri><p3><sg>
0.5,1.5583796296296297,11,11,2,1,17,en,wine/wine<n><sg>
1.0,1.8886458333333334,59,58,4,4,20,en,eat/eat<vblex><pres>
1.0,0.10717592592592592,745,596,1,1,16,en,that/that<det><dem><sg>
1.0,4.53037037037037,3,3,1,1,14,fr,léger/léger<adj><m><sg>
0.666666666667,1.0567708333333334,7,7,3,2,23,en,duck/duck<n><sg>
1.0,0.0022337962962962962,6,6,3,3,22,en,bye/bye<ij>
1.0,4.0468981481481485,1,1,1,1,9,de,sandwiche/sandwich<n><nt><pl><nom>
1.0,4.912256944444445,3,1,2,2,12,es,tú/prpers<prn><tn><p2><mf><sg>
1.0,13.369918981481481,12,11,1,1,22,en,an/a<det><ind><sg>
1.0,20.672523148148148,8,8,1,1,17,it,delfino/delfino<n><m><sg>
0.5,17.5975,9,8,2,1,16,fr,baguette/baguette<n><f><sg>
1.0,4.980520833333333,4,3,1,1,16,es,niños/niño<n><m><pl>
1.0,0.0077083333333333335,25,24,1,1,23,pt,bebe/beber<vblex><pri><p3><sg>
1.0,6.11457175925926,28,22,1,1,20,en,girls/girl<n><pl>
1.0,0.0024189814814814816,170,157,2,2,0,en,eat/eat<vblex><pres>
1.0,0.0016666666666666668,145,128,3,3,5,fr,un/un<det><ind><m><sg>
1.0,1.0609490740740741,20,17,2,2,14,de,eine/ein<det><ind><f><sg><nom>
1.0,0.003136574074074074,6,6,1,1,14,en,orange/orange<adj>
1.0,0.0019444444444444444,4,3,1,1,23,pt,cavalo/cavalo<n><m><sg>
1.0,0.003171296296296296,3,3,2,2,23,fr,boire/boire<vblex><inf>
1.0,0.013958333333333333,3,3,1,1,21,es,miércoles/miércoles<n><m><sp>
1.0,28.056828703703705,5,4,1,1,21,it,crema/crema<n><f><sg>
0.0,8.204479166666667,3,3,1,0,3,pt,atenção/atenção<n><f><sg>
1.0,0.0014351851851851852,39,34,1,1,4,fr,l'/le<det><def><mf><sg>
1.0,2.032372685185185,21,20,1,1,20,fr,un/un<det><ind><m><sg>
1.0,2.1758217592592595,4,3,2,2,3,es,leen/leer<vblex><pri><p3><pl>
1.0,17.957939814814814,14,12,1,1,12,es,fruta/fruta<n><f><sg>
1.0,0.0059722222222222225,5,4,1,1,18,es,blanco/blanco<adj><m><sg>
1.0,34.42280092592593,3,2,1,1,22,en,woman/woman<n><sg>
1.0,7.023159722222222,1,1,1,1,17,en,sister/sister<n><sg>
1.0,0.004872685185185185,11,11,2,2,3,es,tienen/tener<vblex><pri><p3><pl>
1.0,36.63899305555555,13,11,1,1,21,fr,des/de<pr>+le<det><def><mf><pl>
1.0,5.057476851851852,3,2,6,6,11,es,hombre/hombre<n><m><sg>
1.0,1.1378703703703703,18,14,1,1,0,en,is/be<vbser><pri><p3><sg>
1.0,10.115868055555556,31,28,1,1,21,es,mis/mío<det><pos><mf><pl>
1.0,28.978773148148147,4,4,2,2,14,en,touching/touch<vblex><pprs>
1.0,0.008067129629629629,11,9,2,2,21,de,ihr/ihr<prn><p2><mf><pl><nom>
1.0,0.04465277777777778,8,8,1,1,1,en,hat/hat<n><sg>
1.0,0.009050925925925926,66,55,1,1,10,fr,enfant/enfant<n><mf><sg>
1.0,5.913009259259259,3,3,1,1,19,fr,<*sf>/mériter<vblex><pri><*pers><*numb>
1.0,0.0008217592592592593,9,6,1,1,14,en,i/prpers<prn><subj><p1><mf><sg>
1.0,0.06785879629629629,27,26,1,1,0,it,nostre/nostro<det><pos><f><pl>
1.0,6.646481481481482,23,21,1,1,13,it,ragazza/ragazzo<n><f><sg>
1.0,0.09331018518518519,5,5,6,6,1,en,woman/woman<n><sg>
1.0,11.740069444444444,17,14,3,3,18,es,niña/niño<n><f><sg>
1.0,1.6715972222222222,6,5,1,1,17,es,cerveza/cerveza<n><f><sg>
1.0,0.6346990740740741,7,7,1,1,20,en,they/prpers<prn><subj><p3><mf><pl>
1.0,0.007858796296296296,22,22,1,1,14,de,sehe/sehen<vblex><pri><p1><sg>
1.0,14.923263888888888,9,7,1,1,17,es,pocas/poco<det><qnt><f><pl>
1.0,4.892407407407408,3,1,1,1,14,es,pan/pan<n><m><sg>
1.0,0.0109375,2,2,1,1,20,en,dad/dad<n><sg>
1.0,51.25697916666667,14,11,3,3,21,en,'s/'s<gen>
1.0,0.0059490740740740745,3,3,1,1,1,fr,vous/vous<prn><pro><p2><mf><pl>
1.0,4.233819444444444,33,32,1,1,13,fr,pas/pas<adv>
1.0,0.017175925925925924,63,56,1,1,14,en,me/prpers<prn><obj><p1><mf><sg>
1.0,15.81508101851852,3,3,2,2,0,es,él/prpers<prn><tn><p3><m><sg>
1.0,2.021076388888889,67,63,2,2,1,en,drinks/drink<vblex><pri><p3><sg>
1.0,256.83030092592594,2,2,3,3,21,de,mädchen/mädchen<n><nt><sg><nom>
1.0,3.1544328703703703,6,6,1,1,23,en,blue/blue<adj>
1.0,2.2764467592592594,2,2,1,1,14,es,bebes/beber<vblex><pri><p2><sg>
1.0,0.01832175925925926,3,3,1,1,6,es,a/a<pr>
1.0,14.077997685185185,1,1,1,1,17,es,caballos/caballo<n><m><pl>
1.0,0.0021527777777777778,4,4,2,2,16,en,elephant/elephant<n><sg>
1.0,0.0309375,4,4,1,1,20,it,quando/quando<adv><itg>
1.0,65.89133101851851,13,13,1,1,7,es,corro/correr<vblex><pri><p1><sg>
0.0,0.0022800925925925927,4,4,1,0,3,de,ente/ente<n><f><sg><acc>
1.0,0.0014699074074074074,59,46,1,1,1,it,lui/lui<prn><tn><p3><m><sg>
1.0,1.183888888888889,23,21,2,2,23,fr,mange/manger<vblex><pri><p3><sg>
0.5,3.1226273148148147,36,30,2,1,23,en,meat/meat<n><sg>
1.0,3.5784375,1,1,1,1,19,de,tor/tor<n><nt><sg><nom>
1.0,0.0039004629629629628,38,32,5,5,5,en,men/man<n><pl>
1.0,0.9846643518518519,25,25,1,1,12,es,tortugas/tortuga<n><f><pl>
1.0,193.39174768518518,18,18,1,1,13,en,coffee/coffee<n><sg>
0.5,0.00738425925925926,4,2,2,1,4,es,suyo/suyo<adj><pos><m><sg>
1.0,4.152962962962963,11,11,2,2,23,fr,adieu/adieu<n><m><sg>
1.0,3.2765162037037037,35,31,1,1,22,en,we/prpers<prn><subj><p1><mf><pl>
1.0,0.0026041666666666665,98,98,1,1,15,it,lei/lui<prn><tn><p3><f><sg>
0.8,1.991099537037037,9,8,10,8,13,es,somos/ser<vbser><pri><p1><pl>
1.0,2.0622453703703703,78,59,1,1,14,fr,des/de<pr>
1.0,0.0033912037037037036,10,8,1,1,22,es,soy/ser<vbser><pri><p1><sg>
1.0,1.5333449074074075,1,1,1,1,13,es,falda/falda<n><f><sg>
1.0,0.006053240740740741,5,5,1,1,20,en,child/child<n><sg>
0.8,0.017118055555555556,4,4,5,4,14,en,tomato/tomato<n><sg>
1.0,1.025,4,4,2,2,6,es,usted/prpers<prn><tn><p3><mf><sg>
1.0,9.969097222222222,58,55,1,1,11,es,camino/caminar<vblex><pri><p1><sg>
1.0,0.009467592592592593,3,3,3,3,23,en,books/book<n><pl>
1.0,0.6161574074074074,12,11,2,2,15,fr,l'/le<det><def><mf><sg>
0.333333333333,1.4723148148148149,1,1,3,1,15,es,<*sf>/diferencia<n><f><*numb>
1.0,0.0012847222222222223,12,11,1,1,15,en,<*sf>/king<n><*numb>
1.0,0.0011226851851851851,7,5,1,1,10,es,una/uno<det><ind><f><sg>
1.0,6.463703703703704,22,21,2,2,2,es,caballo/caballo<n><m><sg>
1.0,0.062280092592592595,41,38,1,1,0,de,eine/ein<det><ind><f><sg><nom>
1.0,21.62261574074074,9,8,1,1,12,es,elefante/elefante<n><m><sg>
0.5,6.268703703703704,16,16,2,1,0,en,cat/cat<n><sg>
0.0,0.0017013888888888888,5,4,1,0,20,es,familiar/familiar<adj><mf><sg>
1.0,3.8269675925925926,1,1,5,5,15,de,mittagessen/mittag<n>
1.0,0.9895138888888889,2,1,2,2,2,en,they/prpers<prn><subj><p3><mf><pl>
1.0,0.006469907407407408,15,13,2,2,0,en,her/her<det><pos><sp>
1.0,3.7081828703703703,6,6,1,1,11,es,vino/vino<n><m><sg>
1.0,22.965439814814815,10,10,1,1,21,es,es/ser<vbser><pri><p3><sg>
1.0,8.999305555555555,1,1,1,1,17,en,fruit/fruit<n><sg>
1.0,2.9946296296296295,30,27,2,2,5,es,come/comer<vblex><pri><p3><sg>
1.0,38.60420138888889,9,8,1,1,6,es,falda/falda<n><f><sg>
1.0,4.9278125,3,2,1,1,19,es,perros/perro<n><m><pl>
1.0,0.001585648148148148,3,3,3,3,23,en,yes/yes<adv>
1.0,10.05875,16,14,1,1,23,fr,elle/il<prn><tn><p3><f><sg>
0.0,0.003935185185185185,17,17,1,0,18,en,our/our<det><pos><sp>
1.0,1.7141087962962962,36,34,1,1,5,fr,une/un<det><ind><f><sg>
1.0,4.012476851851852,4,4,3,3,12,es,diarios/diario<n><m><pl>
1.0,2.7716666666666665,6,3,1,1,20,fr,a/avoir<@common_phrases:il_y_a>
1.0,1.0218402777777778,39,33,3,3,11,en,a/a<det><ind><sg>
1.0,0.001712962962962963,3,3,4,4,20,es,una/uno<det><ind><f><sg>
1.0,0.29528935185185184,4,4,2,2,16,en,reserve/reserve<vblex><pres>
1.0,2.039976851851852,2,1,1,1,20,de,milch/milch<n><f><sg><*case>
1.0,1.0696527777777778,6,6,1,1,0,es,nosotros/prpers<prn><tn><p1><m><pl>
0.0,13.028136574074074,2,2,1,0,23,es,juzgado/juzgado<n><m><sg>
1.0,66.97498842592593,3,3,1,1,18,de,willkommen/willkommen<adj><pst><attr>
1.0,0.9806712962962963,4,3,2,2,21,es,necesario/necesario<adj><m><sg>
1.0,2.920729166666667,4,3,4,4,19,pt,moscas/mosca<n><f><pl>
1.0,3.8669328703703703,20,19,1,1,16,en,not/not<adv>
0.0,0.026643518518518518,9,7,1,0,7,fr,être/être<vbser><inf>
0.5,0.05064814814814815,15,9,2,1,15,es,pájaros/pájaro<n><m><pl>
1.0,4.876400462962963,4,3,1,1,0,fr,voici/voici<adv>
1.0,0.09462962962962963,7,7,1,1,12,es,tengo/tener<vblex><pri><p1><sg>
1.0,0.008784722222222222,11,10,1,1,4,en,hats/hat<n><pl>
1.0,0.01945601851851852,9,8,1,1,11,fr,noir/noir<adj><m><sg>
1.0,4.052418981481481,2,2,2,2,6,fr,vin/vin<n><m><sg>
1.0,0.010451388888888889,3,3,1,1,1,es,sobre/sobre<pr>
1.0,1.9526620370370371,3,3,2,2,12,pt,o/o<prn><pro><p3><nt>
0.5,0.16407407407407407,2,2,2,1,3,de,gläser/glas<n><nt><pl><*case>
1.0,0.021909722222222223,2,2,1,1,22,es,pájaros/pájaro<n><m><pl>
1.0,48.318217592592596,3,3,1,1,6,fr,ils/il<prn><tn><p3><m><pl>
0.666666666667,1.0544097222222222,2,2,3,2,20,fr,bonne/bon<adj><f><sg>
1.0,0.001388888888888889,28,28,1,1,1,fr,salut/salut<ij>
1.0,0.0030208333333333333,89,78,1,1,1,es,eres/ser<vbser><pri><p2><sg>
1.0,3.3611342592592592,6,5,1,1,3,de,echt/echt<adj><pst><pred>
1.0,16.820868055555554,5,5,1,1,23,es,lee/leer<vblex><pri><p3><sg>
1.0,0.009456018518518518,6,6,1,1,21,de,hähnchen/hähnchen<n><nt><sg><dat>
1.0,0.01025462962962963,21,15,3,3,2,it,io/io<prn><tn><p1><mf><sg>
1.0,6.0695601851851855,1,1,1,1,20,es,defensa/defensa<n><mf><sg>
1.0,78.08467592592592,10,10,2,2,11,es,carretera/carretera<n><f><sg>
1.0,0.012395833333333333,4,4,1,1,14,fr,livres/livre<n><m><pl>
1.0,1.2101851851851853,4,2,1,1,2,es,sino/sino<cnjcoo>
0.8,15.875775462962963,6,5,5,4,18,es,siente/sentir<vblex><pri><p3><sg>
1.0,0.008263888888888888,3,3,1,1,0,en,guard/guard<n><sg>
1.0,4.732905092592593,10,10,5,5,22,fr,je/je<prn><tn><p1><mf><sg>
1.0,10.110520833333334,3,2,3,3,11,fr,nous/nous<prn><tn><p1><mf><pl>
1.0,0.0034375,6,5,2,2,21,en,newspaper/newspaper<n><sg>
1.0,1.0899652777777777,3,3,1,1,13,de,unbedingt/unbedingt<adj><pst><pred>
1.0,0.03163194444444444,19,16,1,1,8,es,pantalones/pantalón<n><m><pl>
1.0,88.90314814814815,76,73,2,2,20,en,apple/apple<n><sg>
1.0,0.001724537037037037,6,6,1,1,22,de,fahrer/fahrer<n><m><sg><nom>
1.0,4.531238425925926,3,3,4,4,10,en,girls/girl<n><pl>
1.0,5.907256944444445,3,3,1,1,0,en,breakfast/breakfast<n><sg>
1.0,0.0013310185185185185,200,188,2,2,12,en,is/be<vbser><pri><p3><sg>
1.0,1.947326388888889,2,2,1,1,21,en,fruit/fruit<n><sg>
1.0,0.9002777777777777,40,37,2,2,21,es,come/comer<vblex><pri><p3><sg>
1.0,6.128796296296296,3,3,2,2,0,es,tortuga/tortuga<n><f><sg>
1.0,2.968113425925926,14,12,1,1,13,fr,la/le<det><def><f><sg>
1.0,0.0027083333333333334,7,6,3,3,6,es,adelante/adelante<adv>
1.0,9.993819444444444,9,8,4,4,9,de,eine/ein<det><ind><f><sg><nom>
1.0,1.5920601851851852,48,45,3,3,14,en,girl/girl<n><sg>
1.0,9.71454861111111,22,21,2,2,16,es,no/no<adv>
0.666666666667,8.067997685185185,1,1,3,2,12,en,as/as<pr>
1.0,0.0036226851851851854,71,63,5,5,13,en,it/prpers<prn><subj><p3><nt><sg>
1.0,0.13207175925925926,29,26,1,1,11,it,prego/prego<ij>
0.0,0.012453703703703703,2,1,1,0,21,de,entwickler/entwickler<n><m><sg><nom>
1.0,0.008043981481481482,9,9,2,2,11,es,mientras/mientras<cnjadv>
0.833333333333,2.7802430555555557,6,5,6,5,10,es,hoy/hoy<adv>
1.0,0.0007523148148148148,13,10,1,1,2,en,book/book<n><sg>
1.0,0.08141203703703703,61,54,1,1,2,de,eine/ein<det><ind><f><sg><nom>
1.0,18.007650462962964,5,4,1,1,18,de,eier/ei<n><nt><pl><nom>
1.0,0.020810185185185185,8,8,1,1,4,es,como/comer<vblex><pri><p1><sg>
1.0,7.9046412037037035,11,10,1,1,22,en,your/your<det><pos><sp>
1.0,0.01255787037037037,7,6,1,1,5,de,kind/kind<n><nt><sg><dat>
1.0,0.024988425925925924,163,136,1,1,0,en,are/be<vbser><pres>
1.0,1.1096643518518519,135,129,2,2,0,de,lernt/lernen<vblex><pri><p3><sg>
0.0,0.0011226851851851851,6,6,1,0,8,es,abuelo/abuelo<n><m><sg>
0.333333333333,52.158171296296295,1,1,3,1,18,pt,vermelhas/vermelho<adj><f><pl>
1.0,2.047083333333333,3,3,2,2,10,fr,oui/oui<adv>
1.0,0.02332175925925926,2,2,1,1,10,de,unbedingt/unbedingt<adj><pst><pred>
1.0,7.965023148148148,12,7,1,1,21,de,ihr/ihr<prn><p2><mf><pl><nom>
1.0,0.012939814814814815,3,3,1,1,10,en,underground/underground<n><sg>
1.0,0.005462962962962963,41,39,1,1,5,de,drei/drei<num><sp>
1.0,1.064664351851852,4,4,3,3,20,fr,ou/ou<cnjcoo>
1.0,1.2885648148148148,4,3,1,1,23,en,drink/drink<vblex><pres>
0.0,12.167569444444444,14,6,1,0,16,fr,sandwich/sandwich<n><m><sg>
1.0,1.2363194444444445,2,2,2,2,11,es,pero/pero<cnjcoo>
0.5,0.0128125,4,4,2,1,11,es,los/el<det><def><m><pl>
1.0,6.414930555555555,3,2,2,2,9,fr,robe/robe<n><f><sg>
1.0,6.088958333333333,65,60,1,1,4,en,can/can<vaux><pres>
1.0,0.00949074074074074,9,8,2,2,8,pt,gosto/gostar<vblex><pri><p1><sg>
1.0,0.0032175925925925926,5,4,3,3,12,fr,<*sf>/sec<adj><*gndr><*numb>
1.0,35.101840277777775,3,2,1,1,23,en,he/prpers<prn><subj><p3><m><sg>
0.5,11.184895833333334,3,3,2,1,7,de,haben/haben<vbhaver><pri><p3><pl>
1.0,0.6395138888888889,11,9,2,2,13,es,noches/noche<@ij:buenas_noches>
1.0,0.10113425925925926,2,2,2,2,4,es,comes/comer<vblex><pri><p2><sg>
1.0,1.0895601851851853,49,44,1,1,22,es,son/ser<vbser><pri><p3><pl>
1.0,0.0026041666666666665,7,6,2,2,4,fr,femme/femme<n><f><sg>
1.0,0.008564814814814815,24,24,1,1,21,de,ist/sein<vbser><pri><p3><sg>
1.0,48.88039351851852,9,9,2,2,10,en,horses/horse<n><pl>
1.0,0.021655092592592594,9,9,1,1,23,en,top/top<n><sg>
0.5,4.925266203703703,2,1,2,1,16,fr,leurs/leur<det><pos><mf><pl>
1.0,0.006608796296296297,1,1,1,1,2,it,sei/essere<vbser><pri><p2><sg>
1.0,0.0021180555555555558,17,17,3,3,5,es,van/ir<vblex><pri><p3><pl><@future_phrasal>
0.5,10.340462962962963,4,4,2,1,17,es,bebemos/beber<vblex><pri><p1><pl>
1.0,0.006643518518518518,6,5,1,1,17,en,newspaper/newspaper<n><sg>
1.0,0.012083333333333333,11,11,1,1,4,es,beben/beber<vblex><pri><p3><pl>
1.0,0.01972222222222222,28,22,1,1,23,es,me/prpers<prn><pro><p1><mf><sg>
1.0,4.489201388888889,13,12,1,1,6,de,teller/teller<n><m><sg><acc>
1.0,9.066608796296297,6,6,1,1,6,es,vale/valer<vblex><pri><p3><sg>
1.0,0.0045138888888888885,4,1,1,1,21,en,you/prpers<prn><subj><p2><mf><sp>
1.0,2.166886574074074,3,3,2,2,20,en,hats/hat<n><pl>
1.0,0.0022337962962962962,3,3,6,6,23,de,bitte/bitte<adv>
1.0,12.686921296296296,2,2,1,1,0,it,aglio/aglio<n><m><sg>
1.0,20.900578703703705,4,3,3,3,22,en,turtles/turtle<n><pl>
1.0,0.9709722222222222,4,4,1,1,18,es,nosotros/prpers<prn><tn><p1><m><pl>
0.0,12.487453703703704,6,6,1,0,3,it,le/il<det><def><f><pl>
1.0,0.006516203703703704,39,38,1,1,3,es,contra/contra<pr>
0.0,0.002962962962962963,30,28,1,0,16,en,they/prpers<prn><subj><p3><mf><pl>
1.0,123.63049768518519,3,3,1,1,5,fr,avoir/avoir<vblex><inf>
1.0,4.946446759259259,3,3,1,1,16,es,camino/caminar<vblex><pri><p1><sg>
1.0,23.08388888888889,2,1,1,1,2,es,<*sf>/funcionario<n><m><*numb>
1.0,0.898125,4,4,3,3,20,es,nada/nadar<vblex><pri><p3><sg>
1.0,2.2053125,4,4,1,1,18,fr,animaux/animal<n><m><pl>
1.0,9.012800925925927,6,5,2,2,16,en,our/our<det><pos><sp>
1.0,0.008287037037037037,12,12,1,1,13,en,hat/hat<n><sg>
1.0,0.004398148148148148,3,2,2,2,0,es,ella/prpers<prn><tn><p3><f><sg>
1.0,0.002476851851851852,5,4,1,1,17,es,cita/cita<n><f><sg>
1.0,8.031122685185185,7,6,1,1,23,en,regional/regional<adj>
1.0,40.414722222222224,1,1,1,1,4,de,zitrone/zitrone<n><f><sg><*case>
1.0,0.002638888888888889,5,5,2,2,18,fr,lion/lion<n><m><sg>
1.0,6.9891550925925925,4,4,1,1,16,es,o/o<cnjcoo>
1.0,2.889074074074074,8,6,2,2,15,it,la/il<det><def><f><sg>
1.0,0.016631944444444446,7,6,1,1,14,de,sieben/sieben<num><sp>
1.0,206.13538194444445,3,3,7,7,4,en,man/man<n><sg>
0.0,0.013506944444444445,181,163,1,0,23,en,drinks/drink<vblex><pri><p3><sg>
1.0,63.75351851851852,3,3,1,1,19,fr,citron/citron<n><m><sg>
1.0,6.687835648148148,12,10,1,1,11,en,with/with<pr>
1.0,0.003321759259259259,9,9,1,1,18,es,<*sf>/doctor<n><*gndr><*numb>
1.0,4.974537037037037,9,8,2,2,3,en,their/their<det><pos><sp>
1.0,107.36384259259259,22,21,1,1,23,en,water/water<n><sg>
1.0,0.9946412037037037,136,126,2,2,3,en,green/green<adj><sint>
1.0,5.318113425925926,10,10,1,1,13,es,comida/comida<n><f><sg>
1.0,15.839652777777777,13,10,1,1,23,es,fueron/ir<vblex><ifi><p3><pl>
0.0,0.0015277777777777779,30,28,1,0,23,de,spielt/spielen<vblex><pri><p3><sg>
1.0,2.011087962962963,18,18,2,2,2,es,comes/comer<vblex><pri><p2><sg>
1.0,36.93649305555556,3,3,1,1,3,en,dresses/dress<n><pl>
1.0,10.029837962962963,16,13,1,1,8,es,cocinan/cocinar<vblex><pri><p3><pl>
1.0,1.6282407407407407,27,27,1,1,8,de,gelernt/lernen<vblex><pp><@present_perfect>
1.0,0.05341435185185185,4,4,1,1,2,fr,tomate/tomate<n><f><sg>
1.0,0.009664351851851851,68,68,1,1,12,en,eat/eat<vblex><pres>
1.0,6.631388888888889,2,2,1,1,0,it,zucchero/zucchero<n><m><sg>
1.0,2.9939814814814816,3,3,1,1,10,en,paper/paper<n><sg>
0.5,0.0025810185185185185,2,2,4,2,2,de,könne/können<vbmod><prs><p3><sg><@modal>
1.0,0.9346180555555555,60,52,1,1,14,en,read/read<vblex><pres>
0.75,1.970798611111111,2,1,4,3,23,fr,bonne/bon<adj><f><sg>
1.0,0.01462962962962963,124,116,2,2,23,en,you/prpers<prn><subj><p2><mf><sp>
0.0,0.7015393518518519,10,6,1,0,13,en,see/see<vblex><pres>
1.0,0.00738425925925926,3,3,1,1,15,it,cipolla/cipolla<n><f><sg>
0.666666666667,0.044097222222222225,2,2,3,2,10,de,richter/richter<n><m><sg><nom>
1.0,0.0060879629629629626,14,12,5,5,1,fr,c'/ce<prn><tn><nt><sg>
1.0,2.3334722222222224,16,15,2,2,18,es,lo/lo<prn><pro><p3><nt>
1.0,3.1763310185185185,2,2,1,1,22,fr,cette/ce<det><dem><f><sg>
0.9,0.0015972222222222223,14,9,20,18,0,fr,mauvais/mauvais<adj><m><sp>
1.0,0.002199074074074074,119,109,1,1,21,en,from/from<pr>
0.5,0.003923611111111111,5,5,2,1,15,es,padre/padre<n><m><sg>
1.0,0.005671296296296297,6,5,1,1,13,en,ask/ask<vblex><inf>
0.0,0.07821759259259259,3,3,1,0,17,es,cuna/cuna<n><f><sg>
1.0,0.002199074074074074,5,5,1,1,15,en,sugar/sugar<n><sg>
1.0,0.9802893518518518,12,9,1,1,13,en,her/prpers<prn><obj><p3><f><sg>
1.0,0.9657986111111111,2,2,2,2,3,de,richter/richter<n><m><sg><nom>
0.666666666667,0.004293981481481481,7,4,3,2,17,en,pants/pants<n><pl>
1.0,3.8413541666666666,3,3,1,1,11,es,lejos/lejos<adv>
1.0,2.822928240740741,2,2,2,2,20,fr,pain/pain<n><m><sg>
1.0,45.91936342592592,34,31,1,1,20,en,and/and<cnjcoo>
0.833333333333,0.697511574074074,5,4,6,5,16,de,das/das<det><def><nt><sg><nom>
1.0,0.013414351851851853,8,7,1,1,5,es,gatas/gato<n><f><pl>
1.0,0.9037268518518519,4,3,1,1,1,es,<*sf>/dejar<vblex><pri><p3><*numb>
1.0,4.119965277777778,3,3,5,5,4,es,leche/leche<n><f><sg>
0.5,154.74796296296296,12,12,2,1,3,es,la/el<det><def><f><sg>
1.0,0.0060879629629629626,6,5,1,1,20,it,ha/avere<vblex><pri><p3><sg>
1.0,1.2174421296296296,5,5,1,1,13,en,<*sf>/doctor<n><*numb>
1.0,7.413402777777778,2,2,1,1,6,es,amarillos/amarillo<adj><m><pl>
1.0,0.003912037037037037,2,1,1,1,4,de,seine/sein<prn><pos><mf><pl><nom>
1.0,1.916388888888889,16,14,2,2,10,en,white/white<adj><sint>
1.0,0.2184375,2052,1964,1,1,22,en,drinks/drink<vblex><pri><p3><sg>
1.0,0.0030208333333333333,1,1,1,1,3,de,milch/milch<n><f><sg><acc>
1.0,3.1383680555555555,18,17,1,1,21,en,is/be<vbser><pri><p3><sg>
1.0,2.1233449074074073,2,1,4,4,19,en,fish/fish<n><sg>
0.5,0.01480324074074074,142,129,2,1,2,fr,les/le<det><def><mf><pl>
1.0,5.981064814814815,2,2,1,1,8,pt,sem/sem<pr>
0.8,3.533472222222222,7,5,5,4,2,en,eats/eat<vblex><pri><p3><sg>
1.0,1.9834953703703704,4,4,2,2,19,en,human/human<adj>
1.0,3.551203703703704,6,5,1,1,13,de,positiv/positiv<adj><pst><pred>
0.0,0.005451388888888889,4,4,1,0,22,fr,tu/tu<prn><tn><p2><mf><sg>
0.0,2.06119212962963,2,2,1,0,3,de,katzen/katze<n><f><pl><nom>
0.0,1.0264467592592592,175,138,1,0,4,en,but/but<cnjcoo>
1.0,0.16224537037037037,3,3,1,1,5,es,quiere/querer<vblex><pri><p3><sg>
1.0,0.003761574074074074,15,13,6,6,0,de,mann/mann<n><m><sg><nom>
1.0,0.2988078703703704,2,2,1,1,23,fr,poulet/poulet<n><m><sg>
1.0,4.072708333333333,4,4,1,1,5,en,please/please<adv>
1.0,12.593761574074074,5,5,1,1,15,es,zapatos/zapato<n><m><pl>
1.0,2.043576388888889,92,86,2,2,11,en,never/never<adv>
1.0,0.0027430555555555554,11,11,3,3,4,pt,ela/ele<prn><tn><p3><f><sg>
1.0,0.34077546296296296,4,4,1,1,15,es,hasta/hasta<pr>
