user_id,skill_name,opportunity,attempt_count,ms_first_response,overlap_time,hint_count,correct
92234,"Order of Operations +,-,/,* () positive reals",3,1,12188,12188,0,1
71831,Median,1,1,15376,15376,0,1
78561,Volume Cylinder,12,2,58245,72341,3,0
78541,Percent Of,244,0,1,1,0,1
87874,Absolute Value,2,1,43413,43422,0,0
79074,Median,6,4,3684,10531,0,0
80659,Addition and Subtraction Integers,10,1,16689,16689,0,1
79014,Surface Area Cylinder,2,1,151586,151586,0,1
79005,Unit Rate,6,1,33085,33306,0,0
90433,Fraction Of,2,1,46062,46062,0,1
86510,Proportion,6,2,3103,22551,4,0
78903,Probability of a Single Event,7,1,44143,44143,0,1
88157,Addition and Subtraction Positive Decimals,8,1,7661,7661,0,1
88151,Addition and Subtraction Positive Decimals,2,1,11483,11483,0,1
87866,Conversion of Fraction Decimals Percents,14,3,2261,82108,3,0
78945,Conversion of Fraction Decimals Percents,77,5,86999,101434,0,0
78590,Area Triangle,169,1,34450,34450,0,1
84759,Calculations with Similar Figures,5,1,16162,16162,0,1
96266,Circle Graph,6,1,25995,25995,0,1
96248,Probability of a Single Event,14,1,11201,11201,0,1
78901,Volume Rectangular Prism,176,1,31068,36663,3,0
77899,Multiplication and Division Integers,1220,1,2465,2480,0,0
78764,Area Triangle,92,1,100894,100894,0,1
78531,Area Triangle,25,1,37364,37364,0,1
79766,Absolute Value,2,1,10016,10016,0,1
78592,Area Triangle,5,1,184838,184838,0,1
79533,Probability of Two Distinct Events,2,1,25813,25813,0,1
78574,Venn Diagram,133,1,52495,52495,0,1
81648,Square Root,3,1,26953,26953,0,1
70732,Addition and Subtraction Positive Decimals,2,1,23672,23672,0,1
88127,Addition and Subtraction Positive Decimals,2,0,6505,6505,0,0
89053,Addition and Subtraction Positive Decimals,5,1,22381,22389,0,0
78916,Circumference ,11,1,6484,6484,0,1
96293,Surface Area Rectangular Prism,12,1,30623,30623,0,1
78978,Range,16,1,17055,17055,0,1
78520,Venn Diagram,105,1,23806,23806,0,1
92249,Angles on Parallel Lines Cut by a Transversal,60,1,3937,3937,0,1
79752,Square Root,2,1,4483,4483,0,1
96231,Equation Solving Two or Fewer Steps,66,1,7969,7969,0,1
79616,Square Root,1,1,27073,27073,0,1
85974,Division Fractions,7,1,1512,14861,5,0
85394,Addition and Subtraction Positive Decimals,1,1,90381,90397,0,0
77899,Multiplication and Division Integers,712,1,4243,4243,0,1
83662,Ordering Integers,10,2,7459,10683,0,0
79623,Percent Of,7,1,6978,7032,0,0
88154,Addition and Subtraction Positive Decimals,12,0,5536,5536,0,0
96255,Solving for a variable,11,1,119068,119068,0,1
96287,Ordering Fractions,6,1,6840,6840,0,1
92249,Finding Slope From Equation,116,1,2628,2628,0,1
96291,Multiplication and Division Positive Decimals,3,1,25641,25641,0,1
78673,Counting Methods,15,1,8891,8891,0,1
92250,"Angles - Obtuse, Acute, and Right",714,1,3553,3553,0,1
78972,Table,15,2,9652,52988,0,0
96228,Surface Area Rectangular Prism,4,2,36403,54194,0,0
78547,Volume Rectangular Prism,188,1,165123,165123,0,1
96265,Pattern Finding ,13,0,212204,212204,0,0
74676,Addition and Subtraction Positive Decimals,1,1,23031,23187,0,0
96280,Addition and Subtraction Positive Decimals,1,1,39187,39187,0,1
80008,Write Linear Equation from Graph,5,1,33204,33298,0,0
85828,Finding Percents,5,2,66234,112156,0,0
78904,Finding Percents,14,1,36434,36434,0,1
77899,Multiplication and Division Integers,2861,1,3869,3869,0,1
88517,Mean,1,1,9752,9762,0,0
81470,Equation Solving Two or Fewer Steps,3,3,20672,49891,0,0
86374,Equation Solving Two or Fewer Steps,8,1,58184,58184,0,1
78542,Volume Cylinder,160,0,1,1,0,1
79027,Write Linear Equation from Graph,12,1,55047,55047,0,1
79661,Range,1,1,637816,677924,1,0
78158,Equation Solving Two or Fewer Steps,16,1,55810,55810,0,1
77118,Multiplication and Division Integers,2071,1,4426,4426,0,1
78514,Percent Of,264,2,127806,160808,0,0
78974,Histogram as Table or Graph,4,1,45297,45297,0,1
78981,Finding Percents,12,1,199652,199652,0,1
79026,Median,2,1,193821,193826,0,0
78583,Area Trapezoid,10,1,170939,170939,0,1
78573,Volume Cylinder,10,0,11,11,0,1
79626,Square Root,15,1,5130,5130,0,1
79029,Counting Methods,18,1,11054,11065,0,0
79063,Equation Solving More Than Two Steps,11,1,58939,58939,0,1
78551,Volume Rectangular Prism,65,2,66075,141679,3,0
79033,Calculations with Similar Figures,16,1,37553,37553,0,1
78559,Area Rectangle,57,1,47800,47800,0,1
96223,Probability of Two Distinct Events,22,1,567656,567656,0,1
96298,Equation Solving Two or Fewer Steps,34,1,7263,7263,0,1
71830,Pythagorean Theorem,3,1,28408,28408,0,1
92249,"Angles - Obtuse, Acute, and Right",792,1,4367,4367,0,1
79568,Counting Methods,6,1,31223,31310,0,0
83177,Addition and Subtraction Integers,12,2,78985,88563,0,0
78714,Algebraic Simplification,9,1,55213,55213,0,1
96253,Subtraction Whole Numbers,12,1,30714,30714,0,1
85701,Percent Of,5,5,33547,79723,2,0
91114,Equation Solving More Than Two Steps,5,1,66571,66571,0,1
84333,Proportion,24,1,1291,8587,3,0
89156,Equation Solving Two or Fewer Steps,15,1,24937,24937,0,1
78414,Addition Whole Numbers,2,1,22464,22464,0,1
78588,Percent Of,22,1,2882,10036,4,0
88478,Equation Solving Two or Fewer Steps,19,3,6674,28322,4,0
79056,Venn Diagram,18,1,15403,15403,0,1
86424,Order of Operations All,2,1,15953,15953,0,1
78707,Equation Solving Two or Fewer Steps,7,2,12495,18550,0,0
79611,Square Root,7,1,5804,5804,0,1
79007,Percent Of,2,5,23203,85860,2,0
90833,Subtraction Whole Numbers,25,0,21905,21905,0,0
96287,Area Trapezoid,13,1,39143,39143,0,1
78918,Equation Solving Two or Fewer Steps,76,1,1640,1640,0,1
87122,Addition and Subtraction Fractions,8,2,76500,131938,0,0
85828,Scientific Notation,16,1,10034,10034,0,1
96296,Probability of a Single Event,2,1,23392,23392,0,1
81446,Solving Systems of Linear Equations by Graphing,5,1,90297,90297,0,1
92246,Addition and Subtraction Integers,1574,2,1885,7021,0,0
84835,Subtraction Whole Numbers,1,1,7762,7762,0,1
83199,Ordering Fractions,4,1,11653,11653,0,1
78591,Area Rectangle,137,1,6511,6511,0,1
79064,Probability of Two Distinct Events,7,1,29768,29768,0,1
78570,Venn Diagram,127,0,1,1,0,1
79024,Percent Of,31,1,14181,14181,0,1
78345,Pythagorean Theorem,30,1,16326,16326,0,1
87424,Percent Of,1,1,60619,167145,2,0
78545,Venn Diagram,396,1,26889,26889,0,1
78493,Area Trapezoid,4,0,1,1,0,1
92251,Angles on Parallel Lines Cut by a Transversal,71,1,3927,3927,0,1
79019,Subtraction Whole Numbers,10,0,4072,4072,0,0
84169,Proportion,1,2,28968,28968,0,1
79588,Probability of a Single Event,5,1,9078,9078,0,1
70733,Equation Solving Two or Fewer Steps,8,1,12146,12146,0,1
91159,Perimeter of a Polygon,2,3,78718,104837,4,0
79672,Median,1,4,28994,35584,0,0
79616,Effect of Changing Dimensions of a Shape Prportionally,6,1,6544,6544,0,1
92246,Addition and Subtraction Integers,1102,1,1671,7049,4,0
70734,Conversion of Fraction Decimals Percents,14,1,3000,3000,0,1
96244,Area Irregular Figure,6,1,79821,79872,0,0
78547,Venn Diagram,33,1,35481,35481,0,1
71821,Addition Whole Numbers,1,1,31031,31031,0,1
96212,Volume Sphere,8,2,19843,22765,0,0
84994,Percent Of,4,1,5765,11305,5,0
78385,Solving for a variable,3,2,59508,70866,4,0
92251,Conversion of Fraction Decimals Percents,245,1,5293,5293,0,1
78352,Equation Solving Two or Fewer Steps,38,1,11438,17896,3,0
79057,Equation Solving Two or Fewer Steps,1,1,11328,11328,0,1
78562,Volume Rectangular Prism,19,1,64270,64270,0,1
96283,Scatter Plot,4,1,5755,5755,0,1
82093,Percent Of,15,4,46909,86686,3,0
79022,Ordering Fractions,7,1,18221,18221,0,1
78806,Circle Graph,7,0,107782,107782,0,0
79605,Volume Cylinder,21,2,0,254875,0,0
96249,Pattern Finding ,20,1,250078,250078,0,1
78560,Area Triangle,62,1,48689,48689,0,1
77899,Addition and Subtraction Integers,1763,1,3541,3541,0,1
78564,Volume Rectangular Prism,155,1,34653,34653,0,1
78539,Volume Cylinder,138,1,83030,83030,0,1
78976,Percent Of,37,1,62044,62044,0,1
96267,Subtraction Whole Numbers,27,1,309002,309002,0,1
78548,Greatest Common Factor,39,1,45442,45442,0,1
78561,Percent Of,283,1,63097,63097,0,1
78544,Area Triangle,106,1,160458,160458,0,1
78541,Equation Solving More Than Two Steps,9,1,104611,104611,0,1
78540,Percent Of,184,1,84438,84438,0,1
86321,Circle Graph,1,1,67930,67930,0,1
96284,Counting Methods,2,1,24359,24469,0,0
92246,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable",347,1,7714,7714,0,1
71176,Mode,1,1,5094,5172,0,0
77899,Multiplication and Division Integers,2298,1,5647,5647,0,1
92249,Addition and Subtraction Integers,88,1,4081,4081,0,1
71829,Absolute Value,3,1,7336,7415,0,0
79683,Estimation,3,1,10471,10471,0,1
78548,Area Triangle,105,1,19022,19022,0,1
90831,Pattern Finding ,30,1,810,5263,3,0
79055,Solving Inequalities,13,1,219953,219953,0,1
83653,Addition and Subtraction Integers,50,1,6885,6885,0,1
78910,Pattern Finding ,21,1,11902,11902,0,1
70684,Addition Whole Numbers,7,1,38784,38784,0,1
78566,Area Rectangle,49,2,44105,61972,2,0
78494,Venn Diagram,36,1,33710,33710,0,1
78581,Venn Diagram,6,1,124246,124246,0,1
78547,Venn Diagram,59,1,19342,19342,0,1
78568,Area Rectangle,256,1,18344,18344,0,1
78542,Venn Diagram,57,2,19587,36185,0,0
79018,Multiplication and Division Integers,4,1,5216,5276,0,0
79012,Area Trapezoid,1,1,54578,54578,0,1
79016,Write Linear Equation from Ordered Pairs,10,1,78659,78659,0,1
78673,Table,11,1,127672,127766,0,0
77118,Addition and Subtraction Integers,1159,1,8346,8346,0,1
84336,Proportion,1,1,4861,74747,5,0
78163,Write Linear Equation from Graph,20,1,269228,269228,0,1
96287,Equivalent Fractions,4,1,29017,29017,0,1
96295,Venn Diagram,8,1,12298,12313,0,0
78341,Equation Solving Two or Fewer Steps,116,1,1617,1617,0,0
91410,Range,2,2,16655,24335,4,0
78916,Mean,4,1,19968,19968,0,1
79054,Box and Whisker,4,1,2688,2688,0,1
96243,Equivalent Fractions,9,1,23868,23868,0,1
78523,Area Trapezoid,16,2,36236,50289,3,0
90648,Conversion of Fraction Decimals Percents,12,1,5111,5111,0,1
79547,Proportion,23,1,8716,8716,0,1
73684,Proportion,25,1,8669,8669,0,1
78982,Subtraction Whole Numbers,7,1,33072,33072,0,1
78514,Volume Rectangular Prism,152,1,51495,51495,0,1
96218,Circle Graph,7,1,38804,38804,0,1
78522,Area Triangle,223,1,18657,18657,0,1
79741,Table,10,2,12047,38187,0,0
82151,Proportion,17,1,5624,5624,0,1
78528,Area Trapezoid,49,0,16,16,0,1
78576,Volume Cylinder,96,0,1,1,0,1
80650,Venn Diagram,15,1,9735,9735,0,1
91926,Percent Of,6,1,18824,18824,0,1
84833,Pattern Finding ,3,3,29414,39463,3,0
78914,Equation Solving Two or Fewer Steps,43,1,8622,8622,0,1
89398,Addition and Subtraction Fractions,2,1,14462,14462,0,1
78504,Addition and Subtraction Fractions,6,3,44516,84556,4,0
78516,Volume Rectangular Prism,252,0,1,1,0,1
78905,Probability of a Single Event,9,2,26364,93319,1,0
78541,Percent Of,95,1,71854,71854,0,1
70874,Square Root,10,1,10259,10259,0,1
78915,Effect of Changing Dimensions of a Shape Prportionally,4,1,34611,34611,0,1
70758,Addition and Subtraction Fractions,9,1,19191,19191,0,1
79739,Estimation,5,1,6907,6907,0,1
89156,Divisibility Rules,6,1,8796,8796,0,1
78897,Finding Percents,17,0,891,891,0,0
73100,Interior Angles Figures with More than 3 Sides,5,1,25150,25150,0,1
92250,Addition and Subtraction Integers,185,1,5378,5378,0,1
78874,Percent Of,84,1,57666,57666,0,1
96266,Probability of Two Distinct Events,17,1,27626,27641,0,0
80011,Write Linear Equation from Graph,1,1,32510,32573,0,0
78514,Venn Diagram,35,1,304405,304405,0,1
96273,Equation Solving More Than Two Steps,1,1,79339,79388,0,0
73684,Conversion of Fraction Decimals Percents,18,1,7356,7356,0,1
84345,Proportion,23,2,17766,19812,0,0
78539,Volume Rectangular Prism,88,1,22617,22617,0,1
83594,Conversion of Fraction Decimals Percents,9,1,13252,13252,0,1
79217,Probability of a Single Event,6,1,11859,11859,0,1
78888,Circle Graph,9,1,52377,52377,0,1
78544,Volume Cylinder,22,2,128626,162828,3,0
80652,Addition and Subtraction Integers,8,2,13100,13777,0,0
86510,Rotations,10,1,3267,19112,7,0
78979,Subtraction Whole Numbers,36,1,38896,38896,0,1
96216,Pythagorean Theorem,24,1,34751,34751,0,1
78555,Percent Of,94,0,1,1,0,1
78948,Conversion of Fraction Decimals Percents,82,2,14015,22311,0,0
96258,Area Trapezoid,19,1,13520,13520,0,1
77118,Addition and Subtraction Integers,824,1,4228,4228,0,1
79865,Intercept,1,1,12827,12827,0,1
73684,Proportion,11,1,10405,10405,0,1
78545,Venn Diagram,168,1,28286,28286,0,1
78539,Area Trapezoid,225,1,67656,67656,0,1
70695,"Order of Operations +,-,/,* () positive reals",12,1,26375,26421,0,0
79012,Equation Solving Two or Fewer Steps,96,1,15885,15885,0,1
96212,Probability of a Single Event,4,1,8059,8059,0,1
81604,Median,4,1,4359,4359,0,1
78492,Volume Cylinder,4,2,245959,300772,3,0
84103,Equation Solving Two or Fewer Steps,20,1,70484,70484,0,1
78458,Proportion,19,1,11400,11400,0,1
92251,Addition and Subtraction Integers,194,1,4089,4089,0,1
78515,Percent Of,89,1,63830,63830,0,1
96241,Equation Solving Two or Fewer Steps,73,2,123373,203305,0,0
78516,Percent Of,207,1,64212,64212,0,1
78496,Volume Rectangular Prism,66,1,10956,10956,0,1
78550,Volume Rectangular Prism,174,0,0,0,0,1
71810,Ordering Integers,6,2,9723,15226,0,0
84142,Equation Solving Two or Fewer Steps,74,7,11761,213015,0,0
78549,Area Triangle,100,0,1,1,0,1
79319,Interior Angles Triangle,3,1,77332,77332,0,1
79063,Probability of a Single Event,7,1,41737,41737,0,1
96231,Equation Solving Two or Fewer Steps,4,1,14295,14295,0,1
78557,Percent Of,321,1,71701,71701,0,1
78915,Write Linear Equation from Graph,27,1,78139,78258,0,0
92249,"Angles - Obtuse, Acute, and Right",186,2,6382,7838,0,0
78557,Venn Diagram,258,1,36300,36300,0,1
96256,Probability of Two Distinct Events,12,3,65672,160282,4,0
96283,Counting Methods,17,1,13643,13643,0,1
78539,Volume Cylinder,257,1,46526,46526,0,1
96226,Subtraction Whole Numbers,5,1,38125,38125,0,1
78499,Area Rectangle,170,1,19297,19297,0,1
83840,Divisibility Rules,4,1,4515,4515,0,1
78411,Absolute Value,11,1,15656,15656,0,1
77956,Unit Rate,4,1,166533,166533,0,1
79735,Calculations with Similar Figures,4,1,7208,7208,0,1
78546,Area Trapezoid,37,1,133703,133703,0,1
78574,Greatest Common Factor,109,1,44932,44932,0,1
79067,Table,3,1,16304,16304,0,1
79054,Probability of a Single Event,4,1,9778,9778,0,1
79990,"Order of Operations +,-,/,* () positive reals",1,1,113568,113615,0,0
78540,Area Rectangle,62,1,31265,31265,0,1
84082,Proportion,10,1,84155,108038,1,0
89865,Probability of a Single Event,1,1,38890,38890,0,1
96251,Subtraction Whole Numbers,9,1,34768,34768,0,1
88803,Percent Of,6,8,24094,267632,4,0
78545,Venn Diagram,22,1,40311,40311,0,1
73684,Addition Whole Numbers,14,1,3854,3854,0,1
96262,Equation Solving Two or Fewer Steps,100,1,5143,5143,0,1
78521,Area Parallelogram,61,1,25437,25437,0,1
83640,Division Fractions,1,1,21353,21353,0,1
70679,Range,1,1,16162,16348,0,0
78496,Volume Rectangular Prism,117,1,10956,10956,0,1
85724,Multiplication and Division Positive Decimals,2,1,16672,16672,0,1
78977,Calculations with Similar Figures,27,1,1277424,1277424,0,1
78988,Mean,2,1,104021,104021,0,1
78523,Area Rectangle,155,1,18007,18007,0,1
78953,Finding Percents,8,2,64954,81298,3,0
71224,Addition and Subtraction Integers,5,1,5139,5139,0,1
83635,Multiplication and Division Integers,3,1,15049,15049,0,1
78835,Venn Diagram,19,0,17297,17297,0,0
79018,Circle Graph,2,2,13809,23402,3,0
78169,Order of Operations All,28,1,164088,164088,0,1
78516,Area Triangle,40,1,30157,30157,0,1
78569,Venn Diagram,117,0,0,0,0,1
79057,Probability of Two Distinct Events,4,1,121515,121546,0,0
77899,Addition and Subtraction Integers,107,1,3978,3978,0,1
78447,Fraction Of,6,1,17132,17132,0,1
92249,"Angles - Obtuse, Acute, and Right",498,2,3602,6134,0,0
79064,Equation Solving Two or Fewer Steps,59,1,186855,186865,0,0
78922,Probability of a Single Event,9,1,49684,49684,0,1
79070,Equation Solving Two or Fewer Steps,14,1,7656,7656,0,1
78978,Probability of Two Distinct Events,36,1,9917,9967,0,0
77118,Addition and Subtraction Integers,2386,1,6599,6599,0,1
78495,Venn Diagram,40,1,10325,10325,0,1
78976,Conversion of Fraction Decimals Percents,17,1,6213,6213,0,1
79015,Conversion of Fraction Decimals Percents,6,2,21594,70086,3,0
79531,Probability of Two Distinct Events,2,1,111644,111659,0,0
79352,Addition Whole Numbers,1,1,15001,15010,0,0
70744,Ordering Positive Decimals,7,1,9139,9139,0,1
78984,Volume Rectangular Prism,3,2,29655,59921,3,0
79056,Equation Solving Two or Fewer Steps,41,1,13739,13739,0,1
80224,Circle Graph,16,9,36866,94792,3,0
78888,Ordering Positive Decimals,8,1,5522,5522,0,1
83927,Division Fractions,1,1,92171,92171,0,1
96235,Surface Area Rectangular Prism,2,2,55568,134053,6,0
78673,Ordering Integers,9,1,323844,323844,0,1
79584,Addition Whole Numbers,4,1,31047,31047,0,1
78528,Greatest Common Factor,6,1,10491,10491,0,1
70729,Ordering Real Numbers,15,3,2328,4824,0,0
83200,Multiplication and Division Integers,14,15,22485,72532,4,0
96234,Multiplication and Division Integers,10,1,52885,52885,0,1
75169,Pattern Finding ,14,1,29045,29045,0,1
79018,Pythagorean Theorem,28,1,36149,36149,0,1
86510,Ordering Positive Decimals,13,1,2502,14592,1,0
75169,Ordering Real Numbers,4,2,54135,56151,0,0
78915,Finding Percents,16,1,48463,48463,0,1
83314,Ordering Positive Decimals,9,1,7635,7635,0,1
78561,Volume Cylinder,61,2,58245,72341,3,0
77899,Multiplication and Division Integers,2988,1,3369,3369,0,1
96275,Finding Percents,13,1,18842,18842,0,1
87388,Unit Rate,2,1,46953,46953,0,1
92250,"Angles - Obtuse, Acute, and Right",956,1,5092,5092,0,1
78544,Volume Cylinder,137,1,130162,130162,0,1
96290,Subtraction Whole Numbers,5,1,89344,89469,0,0
78514,Percent Of,198,1,203433,203433,0,1
96250,Write Linear Equation from Situation,5,1,15949,15949,0,1
88589,Multiplication and Division Integers,27,0,1673,1673,0,0
79021,Equivalent Fractions,5,1,132166,132166,0,1
78549,Volume Cylinder,45,1,11094,11094,0,1
78593,Volume Cylinder,195,1,55859,55859,0,1
78352,Equation Solving Two or Fewer Steps,21,1,1352,6504,2,0
88643,Table,5,1,217584,217584,0,1
79029,Division Fractions,11,1,21114,21114,0,1
78574,Percent Of,3,1,93186,93186,0,1
84573,Scientific Notation,16,10,13346,173287,4,0
70677,Division Fractions,1,1,39910,39910,0,1
70708,Pythagorean Theorem,2,1,21752,21752,0,1
78546,Volume Rectangular Prism,19,1,65312,65312,0,1
70684,Addition Whole Numbers,2,1,137420,137513,0,0
78763,Area Trapezoid,5,1,188307,188307,0,1
86253,Ordering Positive Decimals,2,3,16657,51778,4,0
96275,Pattern Finding ,41,1,39225,39306,0,0
78587,Area Rectangle,157,1,31966,31966,0,1
96244,Write Linear Equation from Graph,15,1,12871,12871,0,1
78985,Congruence,1,1,12578,12578,0,1
96219,Equation Solving Two or Fewer Steps,7,1,16817,16817,0,1
96254,Area Trapezoid,27,1,16524,16524,0,1
79595,Order of Operations All,5,1,175661,175755,0,0
78874,Greatest Common Factor,67,1,53683,53683,0,1
78541,Venn Diagram,101,0,0,0,0,1
86511,Ordering Positive Decimals,4,1,25812,55847,1,0
78531,Volume Rectangular Prism,174,1,31231,31231,0,1
78550,Area Rectangle,37,1,44822,44822,0,1
96231,Equation Solving Two or Fewer Steps,3,1,30793,30793,0,1
96284,Area Trapezoid,1,1,123343,123343,0,1
79056,Pattern Finding ,16,1,27108,27108,0,1
78277,Square Root,6,1,10742,10742,0,1
78564,Volume Rectangular Prism,24,1,71467,71467,0,1
90652,Table,1,0,25111,25111,0,0
79032,Pythagorean Theorem,16,1,1484,8078,3,0
78540,Volume Rectangular Prism,65,1,67684,67684,0,1
91909,Conversion of Fraction Decimals Percents,2,1,19230,19230,0,1
87915,Probability of a Single Event,5,1,8565,8565,0,1
83251,Ordering Integers,3,1,5867,5867,0,1
78521,Percent Of,262,0,1,1,0,0
79030,Addition and Subtraction Fractions,5,1,23328,23328,0,1
78540,Area Triangle,4,1,54280,54280,0,1
70702,Conversion of Fraction Decimals Percents,5,1,13555,13555,0,1
78540,Percent Of,20,1,54341,54341,0,1
88478,Pattern Finding ,55,0,1275,1275,0,0
91889,Addition Whole Numbers,3,1,15600,15600,0,1
87863,Addition and Subtraction Fractions,5,1,70494,70494,0,1
78982,Pythagorean Theorem,2,1,20795,20795,0,1
96241,Fraction Of,1,1,31104,31104,0,1
78446,"Order of Operations +,-,/,* () positive reals",4,58,116037,314445,0,0
78981,Histogram as Table or Graph,7,1,63591,63591,0,1
79327,Addition and Subtraction Positive Decimals,5,0,2953,2953,0,0
79061,Circle Graph,2,1,75869,75869,0,1
81083,Multiplication and Division Integers,8,1,44423,44423,0,1
78980,Pythagorean Theorem,49,0,9043,9043,0,0
78908,Subtraction Whole Numbers,1,1,165558,165558,0,1
80807,Finding Percents,21,3,25766,70549,3,0
81464,Addition and Subtraction Fractions,3,1,11984,11984,0,1
96296,Pythagorean Theorem,15,1,4851,4865,0,0
78901,Area Rectangle,36,3,27509,50522,2,0
88589,Pattern Finding ,7,1,9475,21934,2,0
78591,Volume Rectangular Prism,65,1,46353,46353,0,1
91474,Box and Whisker,6,1,38980,38980,0,1
78423,Subtraction Whole Numbers,8,1,5330,5330,0,1
70740,Addition Whole Numbers,8,2,24156,104453,0,0
96231,Equation Solving Two or Fewer Steps,38,1,16000,16000,0,1
96211,Equation Solving Two or Fewer Steps,74,1,52238,52238,0,1
79017,Circle Graph,1,1,60189,112380,2,0
78542,Venn Diagram,106,1,22294,22294,0,1
86371,Equation Solving Two or Fewer Steps,12,1,3656,3656,0,1
79015,Effect of Changing Dimensions of a Shape Prportionally,1,5,93333,344427,3,0
91186,"Order of Operations +,-,/,* () positive reals",5,0,56506,56506,0,0
79111,Exponents,3,1,3700,3700,0,1
79074,Interior Angles Triangle,1,1,36998,36998,0,1
92250,"Angles - Obtuse, Acute, and Right",542,1,5499,5499,0,1
96264,Venn Diagram,4,1,26360,26360,0,1
78893,Unit Rate,7,0,20677,20677,0,0
78555,Volume Rectangular Prism,191,0,1,1,0,1
78520,Area Trapezoid,7,1,111007,111007,0,1
78920,Number Line,1,1,77497,77497,0,1
88478,Pattern Finding ,41,1,852,5255,3,0
79068,Equation Solving Two or Fewer Steps,27,1,27140,27140,0,1
78980,Area Trapezoid,12,1,4357,4357,0,1
77899,Multiplication and Division Integers,1417,1,6006,6006,0,0
77899,Addition and Subtraction Integers,1642,1,4056,4056,0,1
79058,Multiplication and Division Positive Decimals,5,4,19203,39063,0,0
78514,Percent Of,435,1,148708,148708,0,1
78495,Venn Diagram,70,1,31299,31299,0,1
89088,Calculations with Similar Figures,10,1,16703,16703,0,1
96297,Pythagorean Theorem,27,1,5395,5403,0,0
81450,Ordering Fractions,5,1,8589,8589,0,1
78888,Equivalent Fractions,3,4,78252,251868,1,0
79487,Addition and Subtraction Integers,3,1,4891,4891,0,1
78567,Area Trapezoid,2,2,0,52288,0,0
81935,Conversion of Fraction Decimals Percents,2,2,13912,39485,1,0
78501,Volume Cylinder,170,1,97639,97639,0,1
78286,Equation Solving Two or Fewer Steps,56,1,3120,3120,0,1
85729,Box and Whisker,3,1,6578,6578,0,1
96214,Division Fractions,2,1,9279,9279,0,1
71907,Ordering Real Numbers,5,1,62858,62858,0,1
85687,Finding Percents,2,2,69357,114878,2,0
90890,Multiplication and Division Integers,3,1,5312,5312,0,1
89252,Solving Inequalities,9,3,6259,11907,0,0
96214,Box and Whisker,2,1,14594,14594,0,1
83250,Ordering Fractions,4,1,5394,5394,0,1
91752,Equation Solving Two or Fewer Steps,11,1,13910,13910,0,1
91846,Probability of a Single Event,4,1,14615,14615,0,1
92249,Addition and Subtraction Integers,472,1,4675,4675,0,1
78522,Area Rectangle,337,0,1,1,0,1
79055,Number Line,8,2,120582,131705,0,0
96255,Pythagorean Theorem,31,1,80380,80427,0,0
79056,Equation Solving Two or Fewer Steps,18,2,7475,21499,3,0
89154,Addition and Subtraction Integers,3,1,6710,6710,0,1
80658,Exponents,32,1,13040,13040,0,1
83933,Equation Solving Two or Fewer Steps,10,1,7166,7166,0,1
78583,Area Triangle,20,1,71227,71227,0,1
64525,Divisibility Rules,5,1,9586,9586,0,1
78906,Volume Sphere,15,1,74881,74881,0,1
78894,Circle Graph,17,1,29078,29078,0,1
84076,Addition and Subtraction Integers,2,1,19105,19105,0,1
78561,Percent Of,516,2,98828,121750,4,0
79029,Probability of a Single Event,7,1,25115,25115,0,1
78984,Division Fractions,7,1,26067,26067,0,1
78524,Percent Of,79,1,20813,20813,0,1
81455,Unit Rate,2,1,26248,26268,0,0
79506,Probability of Two Distinct Events,27,1,15775,15775,0,1
77118,Multiplication and Division Integers,1430,1,4384,4384,0,1
96247,Subtraction Whole Numbers,19,1,6130,6130,0,1
79832,Ordering Fractions,5,1,9572,9572,0,1
79070,"Order of Operations +,-,/,* () positive reals",1,1,223563,223563,0,1
73962,"Order of Operations +,-,/,* () positive reals",3,1,24757,24757,0,1
87119,Addition and Subtraction Fractions,27,1,82388,82388,0,1
78919,Equation Solving Two or Fewer Steps,35,1,2438,2438,0,1
87866,Addition Whole Numbers,3,1,114165,114165,0,1
84824,Absolute Value,5,1,12059,12059,0,1
79029,"Order of Operations +,-,/,* () positive reals",5,2,21608,33095,0,0
96266,Counting Methods,11,1,32776,32791,0,0
85722,Choose an Equation from Given Information,3,1,9925,9925,0,1
96215,Solving Inequalities,1,1,36903,36903,0,1
88688,Equation Solving Two or Fewer Steps,37,1,2426,2426,0,1
79411,Estimation,1,1,35218,35283,0,0
96239,Mean,2,1,66527,66735,0,0
78913,Pythagorean Theorem,33,1,32189,32189,0,1
78548,Area Triangle,93,1,20373,20373,0,1
96259,Range,7,1,24566,24566,0,1
83553,Ordering Fractions,8,1,4136,4136,0,1
78093,Ordering Fractions,2,1,27514,27514,0,1
78915,Equation Solving Two or Fewer Steps,51,1,291046,291140,0,0
78575,Area Rectangle,77,0,1,1,0,1
92249,Recognize Quadratic Pattern,3,2,7758,12275,0,0
86725,Addition and Subtraction Fractions,8,1,55323,55323,0,1
78543,Volume Cylinder,216,1,122901,122901,0,1
96278,Box and Whisker,10,1,7207,7207,0,1
78953,Circle Graph,12,1,95641,95641,0,1
79735,Equivalent Fractions,2,1,11961,11961,0,1
78982,Pythagorean Theorem,39,1,125065,125065,0,1
78541,Area Rectangle,120,1,29818,29818,0,1
78903,Mean,2,1,47639,47639,0,1
87038,Conversion of Fraction Decimals Percents,160,1,6037,6037,0,1
84101,Equation Solving Two or Fewer Steps,10,1,151472,151472,0,1
